5.00,32:28,12-18
5.01,32:50,12-19
5.00,34:06,12-20
5.15,34:01,12-21
10.02,1:06:35,12-23
5.01,34:01,12-27
5.01,31:16,1-2
5.01,31:15,1-3
5.02,33:53,1-5
5.01,31:54,1-7
