2.7,20:13,12-19
4.1,30:41,12-20
3.0,22:06,12-22
3.2,21:51,12-25
5.0,37:10,12-26
4.5,33:10,12-28
3.08,21:38,12-31
8.5,62:20,1-6
5.0,34:44,1-8
